colonia,calle,No.Casa,C.P.,Ciudad,lat,lon,geo_status,direccion_consultada,aprox_por_cp
INF LA TUZANIA,CAPULINES,40,45138,zapopan,20.7318725,-103.4131699,OK,"CAPULINES 40, INF LA TUZANIA, 45138, zapopan, México",0
NUEVO MEXICO,6 DE ENERO,3239,45138,zapopan,20.7576114,-103.4332169,OK,"6 DE ENERO 3239, NUEVO MEXICO, 45138, zapopan, México",0
TABACHINES,PASEO DE LOS CH,3040,45188,zapopan,20.7408232,-103.3687889,OK,"PASEO DE LOS CH 3040, TABACHINES, 45188, zapopan, México",0
BOSQUES D L VICTORIA,PENINSULA,2713,44540,Guadalajara,20.6469377,-103.392191,OK,"PENINSULA 2713, BOSQUES D L VICTORIA, 44540, Guadalajara, México",0
OBLATOS,BATALLA DE IZUC,2508,44700,Guadalajara,20.6958496,-103.2980962,OK,"BATALLA DE IZUC 2508, OBLATOS, 44700, Guadalajara, México",0
ECHEVERRIA,JOSE ARTEAGA,2985,44970,Guadalajara,20.6256839,-103.3666996,OK,"JOSE ARTEAGA 2985, ECHEVERRIA, 44970, Guadalajara, México",0
UNIDAD MEXICO,CDA QUERETARO,278,45120,zapopan,20.6804818,-103.403984,OK,"CDA QUERETARO 278, UNIDAD MEXICO, 45120, zapopan, México",0
FRACC CUSPIDE,SAN MATEO 1155,27,45200,zapopan,20.7948552,-103.4680094,OK,"SAN MATEO 1155 27, FRACC CUSPIDE, 45200, zapopan, México",0
AYUNTAMIENTO,BERNARDO DE BAL,1170,44620,Guadalajara,20.698509,-103.3666709,ZERO_RESULTS,"BERNARDO DE BAL 1170, AYUNTAMIENTO, 44620, Guadalajara, México",1
INDIGENA D MEZQUITAN,18 DE MARZO,409,45190,zapopan,20.7385176,-103.3320104,OK,"18 DE MARZO 409, INDIGENA D MEZQUITAN, 45190, zapopan, México",0
VICTOR HUGO,PRIVADA COLON,150,45190,zapopan,20.7212215,-103.3545682,OK,"PRIVADA COLON 150, VICTOR HUGO, 45190, zapopan, México",0
JARDINES DE LA PAZ,TEJEDORES,569,44860,Guadalajara,20.6474171,-103.3072189,OK,"TEJEDORES 569, JARDINES DE LA PAZ, 44860, Guadalajara, México",0
SAN JUAN BOSCO,FELIX BERNARDEL,428,44730,Guadalajara,20.6731521,-103.3081996,ZERO_RESULTS,"FELIX BERNARDEL 428, SAN JUAN BOSCO, 44730, Guadalajara, México",1
MIRAVALLE II,PEDRO PATINO,643,44990,Guadalajara,20.6171935,-103.3515091,ZERO_RESULTS,"PEDRO PATINO 643, MIRAVALLE II, 44990, Guadalajara, México",1
VISTA HERMOSA,VISTA BONITA,739,45189,zapopan,20.7621201,-103.3342766,OK,"VISTA BONITA 739, VISTA HERMOSA, 45189, zapopan, México",0
BEATRIZ HERNANDEZ,GAZA,1333,44760,Guadalajara,20.6795627,-103.2728412,ZERO_RESULTS,"GAZA 1333, BEATRIZ HERNANDEZ, 44760, Guadalajara, México",1
